pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory
35000527,1528095725.547624,e,tcp,192.168.100.148,40478.0,192.168.100.3,80.0,4,428,RST,1528095735.09228,144055,9.544656,0.119178,0.119178,,,0.238356,0.0,0.238356,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000528,1528095725.547625,e,tcp,192.168.100.148,40479.0,192.168.100.3,80.0,4,428,RST,1528095735.092281,144056,9.544656,0.119178,0.119178,,,0.238356,0.0,0.238356,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000529,1528095725.547627,e,tcp,192.168.100.148,40480.0,192.168.100.3,80.0,4,428,RST,1528095735.092284,144057,9.544657,0.119177,0.119177,,,0.238355,0.0,0.238355,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000530,1528095725.547628,e,tcp,192.168.100.148,40481.0,192.168.100.3,80.0,4,428,RST,1528095735.092285,144058,9.544657,0.119177,0.119177,,,0.238355,0.0,0.238355,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000531,1528095725.547629,e,tcp,192.168.100.148,40484.0,192.168.100.3,80.0,4,428,RST,1528095735.092287,144059,9.544658,0.119177,0.119177,,,0.238355,0.0,0.238355,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000532,1528095725.547641,e,tcp,192.168.100.148,40485.0,192.168.100.3,80.0,4,428,RST,1528095735.092288,144060,9.544647,0.119172,0.119172,,,0.238344,0.0,0.238344,,,,,3,1,368,60,0.314312,0.209542,0.0,1,DDoS,TCP
35000533,1528095725.547642,e s,tcp,192.168.100.148,40490.0,192.168.100.3,80.0,2,308,REQ,1528095735.09229,144061,9.544648,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000534,1528095725.547643,e s,tcp,192.168.100.148,40491.0,192.168.100.3,80.0,2,308,REQ,1528095735.092291,144062,9.544648,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000535,1528095725.547644,e s,tcp,192.168.100.148,40494.0,192.168.100.3,80.0,2,308,REQ,1528095735.092292,144063,9.544648,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000536,1528095725.547646,e s,tcp,192.168.100.148,40495.0,192.168.100.3,80.0,2,308,REQ,1528095735.092294,144064,9.544648,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000537,1528095725.547647,e s,tcp,192.168.100.148,40496.0,192.168.100.3,80.0,2,308,REQ,1528095735.092295,144065,9.544648,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000538,1528095725.547649,e,tcp,192.168.100.148,40372.0,192.168.100.3,80.0,4,428,RST,1528095735.071947,144066,9.524298,0.109496,0.109496,,,0.218993,0.0,0.218993,,,,,3,1,368,60,0.314984,0.209989,0.0,1,DDoS,TCP
35000539,1528095725.54765,e,tcp,192.168.100.148,40373.0,192.168.100.3,80.0,4,428,RST,1528095735.071948,144067,9.524298,0.109496,0.109496,,,0.218993,0.0,0.218993,,,,,3,1,368,60,0.314984,0.209989,0.0,1,DDoS,TCP
35000540,1528095725.547652,e,tcp,192.168.100.148,40378.0,192.168.100.3,80.0,4,428,RST,1528095735.071949,144068,9.524297,0.109496,0.109496,,,0.218992,0.0,0.218992,,,,,3,1,368,60,0.314984,0.209989,0.0,1,DDoS,TCP
35000541,1528095725.547653,e,tcp,192.168.100.148,40379.0,192.168.100.3,80.0,4,428,RST,1528095735.071951,144069,9.524298,0.109496,0.109496,,,0.218992,0.0,0.218992,,,,,3,1,368,60,0.314984,0.209989,0.0,1,DDoS,TCP
35000542,1528095725.547654,e,tcp,192.168.100.148,40382.0,192.168.100.3,80.0,4,428,RST,1528095735.071952,144070,9.524298,0.109495,0.109495,,,0.218991,0.0,0.218991,,,,,3,1,368,60,0.314984,0.209989,0.0,1,DDoS,TCP
35000543,1528095725.547656,e,tcp,192.168.100.148,40383.0,192.168.100.3,80.0,4,428,RST,1528095735.092306,144071,9.54465,0.109495,0.109495,,,0.21899,0.0,0.21899,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000544,1528095725.547657,e,tcp,192.168.100.148,40384.0,192.168.100.3,80.0,4,428,RST,1528095735.092307,144072,9.54465,0.109495,0.109495,,,0.21899,0.0,0.21899,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000545,1528095725.547658,e,tcp,192.168.100.148,40385.0,192.168.100.3,80.0,4,428,RST,1528095735.092309,144073,9.544651,0.109494,0.109494,,,0.218989,0.0,0.218989,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000546,1528095725.54766,e,tcp,192.168.100.148,40388.0,192.168.100.3,80.0,4,428,RST,1528095735.092311,144074,9.544651,0.109494,0.109494,,,0.218988,0.0,0.218988,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000547,1528095725.547662,e,tcp,192.168.100.148,40389.0,192.168.100.3,80.0,4,428,RST,1528095735.092312,144075,9.54465,0.109494,0.109494,,,0.218987,0.0,0.218987,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000548,1528095725.547663,e,tcp,192.168.100.148,40394.0,192.168.100.3,80.0,4,428,RST,1528095735.092314,144076,9.544651,0.109493,0.109493,,,0.218986,0.0,0.218986,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000549,1528095725.547664,e,tcp,192.168.100.148,40395.0,192.168.100.3,80.0,4,428,RST,1528095735.092316,144077,9.544652,0.109493,0.109493,,,0.218986,0.0,0.218986,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000550,1528095725.547666,e,tcp,192.168.100.148,40398.0,192.168.100.3,80.0,4,428,RST,1528095735.092317,144078,9.544651,0.109493,0.109493,,,0.218985,0.0,0.218985,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000551,1528095725.547667,e,tcp,192.168.100.148,40399.0,192.168.100.3,80.0,4,428,RST,1528095735.092318,144079,9.544651,0.109493,0.109493,,,0.218985,0.0,0.218985,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000552,1528095725.547668,e,tcp,192.168.100.148,40400.0,192.168.100.3,80.0,4,428,RST,1528095735.09232,144080,9.544652,0.109493,0.109493,,,0.218985,0.0,0.218985,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000553,1528095725.547669,e,tcp,192.168.100.148,40401.0,192.168.100.3,80.0,4,428,RST,1528095735.092321,144081,9.544652,0.109493,0.109493,,,0.218985,0.0,0.218985,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000554,1528095725.54767,e,tcp,192.168.100.148,40404.0,192.168.100.3,80.0,4,428,RST,1528095735.092323,144082,9.544653,0.109492,0.109492,,,0.218984,0.0,0.218984,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000555,1528095725.547671,e,tcp,192.168.100.148,40405.0,192.168.100.3,80.0,4,428,RST,1528095735.092324,144083,9.544653,0.109492,0.109492,,,0.218984,0.0,0.218984,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000556,1528095725.547673,e,tcp,192.168.100.148,40410.0,192.168.100.3,80.0,4,428,RST,1528095735.092325,144084,9.544652,0.109491,0.109491,,,0.218983,0.0,0.218983,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000557,1528095725.547675,e,tcp,192.168.100.148,40411.0,192.168.100.3,80.0,4,428,RST,1528095735.092328,144085,9.544653,0.109491,0.109491,,,0.218982,0.0,0.218982,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000558,1528095725.547676,e,tcp,192.168.100.148,40414.0,192.168.100.3,80.0,4,428,RST,1528095735.092329,144086,9.544653,0.109491,0.109491,,,0.218982,0.0,0.218982,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000559,1528095725.547678,e,tcp,192.168.100.148,40415.0,192.168.100.3,80.0,4,428,RST,1528095735.09233,144087,9.544652,0.10949,0.10949,,,0.21898,0.0,0.21898,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000560,1528095725.547679,e,tcp,192.168.100.148,40416.0,192.168.100.3,80.0,4,428,RST,1528095735.092332,144088,9.544653,0.10949,0.10949,,,0.21898,0.0,0.21898,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000561,1528095725.54768,e,tcp,192.168.100.148,40417.0,192.168.100.3,80.0,4,428,RST,1528095735.092334,144089,9.544654,0.10949,0.10949,,,0.21898,0.0,0.21898,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000562,1528095725.547681,e,tcp,192.168.100.148,40420.0,192.168.100.3,80.0,4,428,RST,1528095735.092335,144090,9.544654,0.119138,0.119138,,,0.238275,0.0,0.238275,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000563,1528095725.547683,e,tcp,192.168.100.148,40421.0,192.168.100.3,80.0,4,428,RST,1528095735.092337,144091,9.544654,0.119137,0.119137,,,0.238274,0.0,0.238274,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000564,1528095725.547685,e,tcp,192.168.100.148,40426.0,192.168.100.3,80.0,4,428,RST,1528095735.092338,144092,9.544653,0.119136,0.119136,,,0.238273,0.0,0.238273,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000565,1528095725.547686,e,tcp,192.168.100.148,40427.0,192.168.100.3,80.0,4,428,RST,1528095735.09234,144093,9.544654,0.119136,0.119136,,,0.238272,0.0,0.238272,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000566,1528095725.547688,e,tcp,192.168.100.148,40430.0,192.168.100.3,80.0,4,428,RST,1528095735.092341,144094,9.544653,0.119171,0.119171,,,0.238342,0.0,0.238342,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000567,1528095725.547689,e,tcp,192.168.100.148,40431.0,192.168.100.3,80.0,4,428,RST,1528095735.092343,144095,9.544654,0.119171,0.119171,,,0.238342,0.0,0.238342,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000568,1528095725.547691,e,tcp,192.168.100.148,40432.0,192.168.100.3,80.0,4,428,RST,1528095735.092344,144096,9.544653,0.119171,0.119171,,,0.238341,0.0,0.238341,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000569,1528095725.547692,e,tcp,192.168.100.148,40433.0,192.168.100.3,80.0,4,428,RST,1528095735.092346,144097,9.544654,0.119171,0.119171,,,0.238341,0.0,0.238341,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000570,1528095725.547693,e,tcp,192.168.100.148,40436.0,192.168.100.3,80.0,4,428,RST,1528095735.092347,144098,9.544654,0.119171,0.119171,,,0.238341,0.0,0.238341,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000571,1528095725.547694,e,tcp,192.168.100.148,40437.0,192.168.100.3,80.0,4,428,RST,1528095735.092349,144099,9.544655,0.119171,0.119171,,,0.238341,0.0,0.238341,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000572,1528095725.547696,e,tcp,192.168.100.148,40442.0,192.168.100.3,80.0,4,428,RST,1528095735.09235,144100,9.544654,0.11917,0.11917,,,0.23834,0.0,0.23834,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000573,1528095725.547697,e,tcp,192.168.100.148,40443.0,192.168.100.3,80.0,4,428,RST,1528095735.092351,144101,9.544654,0.11917,0.11917,,,0.23834,0.0,0.23834,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000574,1528095725.547699,e,tcp,192.168.100.148,40446.0,192.168.100.3,80.0,4,428,RST,1528095735.092353,144102,9.544654,0.11917,0.11917,,,0.238339,0.0,0.238339,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000575,1528095725.5477,e,tcp,192.168.100.148,40447.0,192.168.100.3,80.0,4,428,RST,1528095735.092355,144103,9.544655,0.119169,0.119169,,,0.238338,0.0,0.238338,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000576,1528095725.547701,e,tcp,192.168.100.148,40450.0,192.168.100.3,80.0,4,428,RST,1528095735.092356,144104,9.544655,0.119169,0.119169,,,0.238338,0.0,0.238338,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000577,1528095725.547703,e,tcp,192.168.100.148,40451.0,192.168.100.3,80.0,4,428,RST,1528095735.092358,144105,9.544655,0.119168,0.119168,,,0.238337,0.0,0.238337,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000578,1528095725.547704,e,tcp,192.168.100.148,40454.0,192.168.100.3,80.0,4,428,RST,1528095735.092359,144106,9.544655,0.119168,0.119168,,,0.238337,0.0,0.238337,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000579,1528095725.547705,e,tcp,192.168.100.148,40455.0,192.168.100.3,80.0,4,428,RST,1528095735.092361,144107,9.544656,0.119168,0.119168,,,0.238336,0.0,0.238336,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000580,1528095725.547707,e,tcp,192.168.100.148,40456.0,192.168.100.3,80.0,4,428,RST,1528095735.092363,144108,9.544656,0.119167,0.119167,,,0.238335,0.0,0.238335,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000581,1528095725.547708,e,tcp,192.168.100.148,40457.0,192.168.100.3,80.0,4,428,RST,1528095735.092364,144109,9.544656,0.119167,0.119167,,,0.238335,0.0,0.238335,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000582,1528095725.54771,e,tcp,192.168.100.148,40460.0,192.168.100.3,80.0,4,428,RST,1528095735.092366,144110,9.544656,0.119167,0.119167,,,0.238334,0.0,0.238334,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000583,1528095725.547711,e,tcp,192.168.100.148,40461.0,192.168.100.3,80.0,4,428,RST,1528095735.092367,144111,9.544656,0.119167,0.119167,,,0.238333,0.0,0.238333,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000584,1528095725.547713,e,tcp,192.168.100.148,40466.0,192.168.100.3,80.0,4,428,RST,1528095735.092368,144112,9.544655,0.119166,0.119166,,,0.238332,0.0,0.238332,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000585,1528095725.547714,e,tcp,192.168.100.148,40467.0,192.168.100.3,80.0,4,428,RST,1528095735.09237,144113,9.544656,0.119166,0.119166,,,0.238332,0.0,0.238332,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000586,1528095725.547715,e,tcp,192.168.100.148,40470.0,192.168.100.3,80.0,4,428,RST,1528095735.092371,144114,9.544656,0.119166,0.119166,,,0.238332,0.0,0.238332,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000587,1528095725.547716,e,tcp,192.168.100.148,40471.0,192.168.100.3,80.0,4,428,RST,1528095735.092372,144115,9.544656,0.119166,0.119166,,,0.238331,0.0,0.238331,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000588,1528095725.547717,e,tcp,192.168.100.148,40472.0,192.168.100.3,80.0,4,428,RST,1528095735.092374,144116,9.544657,0.119166,0.119166,,,0.238331,0.0,0.238331,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000589,1528095725.547718,e,tcp,192.168.100.148,40473.0,192.168.100.3,80.0,4,428,RST,1528095735.092376,144117,9.544658,0.119166,0.119166,,,0.238331,0.0,0.238331,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000590,1528095725.547719,e,tcp,192.168.100.148,40476.0,192.168.100.3,80.0,4,428,RST,1528095735.092377,144118,9.544658,0.119165,0.119165,,,0.23833,0.0,0.23833,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000591,1528095725.547721,e,tcp,192.168.100.148,40477.0,192.168.100.3,80.0,4,428,RST,1528095735.092378,144119,9.544657,0.119164,0.119164,,,0.238329,0.0,0.238329,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000592,1528095725.547723,e,tcp,192.168.100.148,40482.0,192.168.100.3,80.0,4,428,RST,1528095735.09238,144120,9.544657,0.119164,0.119164,,,0.238328,0.0,0.238328,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000593,1528095725.547724,e,tcp,192.168.100.148,40483.0,192.168.100.3,80.0,4,428,RST,1528095735.092381,144121,9.544657,0.119164,0.119164,,,0.238328,0.0,0.238328,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000594,1528095725.547725,e,tcp,192.168.100.148,40486.0,192.168.100.3,80.0,4,428,RST,1528095735.092383,144122,9.544658,0.119163,0.119163,,,0.238327,0.0,0.238327,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000595,1528095725.547726,e,tcp,192.168.100.148,40487.0,192.168.100.3,80.0,4,428,RST,1528095735.092384,144123,9.544658,0.119163,0.119163,,,0.238327,0.0,0.238327,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000596,1528095725.547728,e,tcp,192.168.100.148,40488.0,192.168.100.3,80.0,4,428,RST,1528095735.092392,144124,9.544664,0.119163,0.119163,,,0.238326,0.0,0.238326,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000597,1528095725.547729,e,tcp,192.168.100.148,40489.0,192.168.100.3,80.0,4,428,RST,1528095735.092394,144125,9.544665,0.119163,0.119163,,,0.238326,0.0,0.238326,,,,,3,1,368,60,0.314312,0.209541,0.0,1,DDoS,TCP
35000598,1528095725.547731,e s,tcp,192.168.100.148,40492.0,192.168.100.3,80.0,2,308,REQ,1528095735.092396,144126,9.544665,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000599,1528095725.547732,e s,tcp,192.168.100.148,40493.0,192.168.100.3,80.0,2,308,REQ,1528095735.092398,144127,9.544666,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000600,1528095725.547734,e s,tcp,192.168.100.148,40498.0,192.168.100.3,80.0,2,308,REQ,1528095735.092451,144128,9.544717,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.10477,0.10477,0.0,1,DDoS,TCP
35000601,1528095725.547735,e s,tcp,192.168.100.148,40499.0,192.168.100.3,80.0,2,308,REQ,1528095735.092453,144129,9.544718,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.10477,0.10477,0.0,1,DDoS,TCP
35000602,1528095725.547737,e s,tcp,192.168.100.148,40497.0,192.168.100.3,80.0,2,308,REQ,1528095735.092296,144130,9.544559,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104772,0.104772,0.0,1,DDoS,TCP
35000603,1528095725.547738,e s,tcp,192.168.100.148,40500.0,192.168.100.3,80.0,2,308,REQ,1528095735.092406,144131,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000604,1528095725.54774,e s,tcp,192.168.100.148,40501.0,192.168.100.3,80.0,2,308,REQ,1528095735.092407,144132,9.544667,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000605,1528095725.547741,e s,tcp,192.168.100.148,40506.0,192.168.100.3,80.0,2,308,REQ,1528095735.092409,144133,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000606,1528095725.547742,e s,tcp,192.168.100.148,40507.0,192.168.100.3,80.0,2,308,REQ,1528095735.09241,144134,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000607,1528095725.547743,e s,tcp,192.168.100.148,40510.0,192.168.100.3,80.0,2,308,REQ,1528095735.092411,144135,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000608,1528095725.547745,e s,tcp,192.168.100.148,40511.0,192.168.100.3,80.0,2,308,REQ,1528095735.092413,144136,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000609,1528095725.547746,e s,tcp,192.168.100.148,40512.0,192.168.100.3,80.0,2,308,REQ,1528095735.092414,144137,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000610,1528095725.547747,e s,tcp,192.168.100.148,40513.0,192.168.100.3,80.0,2,308,REQ,1528095735.092415,144138,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000611,1528095725.547748,e s,tcp,192.168.100.148,40516.0,192.168.100.3,80.0,2,308,REQ,1528095735.092416,144139,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000612,1528095725.54775,e s,tcp,192.168.100.148,40517.0,192.168.100.3,80.0,2,308,REQ,1528095735.092418,144140,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000613,1528095725.547751,e s,tcp,192.168.100.148,40522.0,192.168.100.3,80.0,2,308,REQ,1528095735.092419,144141,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000614,1528095725.547753,e s,tcp,192.168.100.148,40523.0,192.168.100.3,80.0,2,308,REQ,1528095735.092421,144142,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000615,1528095725.547754,e s,tcp,192.168.100.148,40526.0,192.168.100.3,80.0,2,308,REQ,1528095735.092422,144143,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000616,1528095725.547755,e s,tcp,192.168.100.148,40527.0,192.168.100.3,80.0,2,308,REQ,1528095735.092423,144144,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000617,1528095725.547756,e s,tcp,192.168.100.148,40528.0,192.168.100.3,80.0,2,308,REQ,1528095735.092425,144145,9.544669,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000618,1528095725.547758,e s,tcp,192.168.100.148,40529.0,192.168.100.3,80.0,2,308,REQ,1528095735.092426,144146,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000619,1528095725.547759,e s,tcp,192.168.100.148,40532.0,192.168.100.3,80.0,2,308,REQ,1528095735.092427,144147,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000620,1528095725.54776,e s,tcp,192.168.100.148,40533.0,192.168.100.3,80.0,2,308,REQ,1528095735.092429,144148,9.544669,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000621,1528095725.547761,e s,tcp,192.168.100.148,40538.0,192.168.100.3,80.0,2,308,REQ,1528095735.09243,144149,9.544669,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000622,1528095725.547763,e s,tcp,192.168.100.148,40539.0,192.168.100.3,80.0,2,308,REQ,1528095735.092431,144150,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000623,1528095725.547764,e s,tcp,192.168.100.148,40542.0,192.168.100.3,80.0,2,308,REQ,1528095735.092432,144151,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000624,1528095725.547765,e s,tcp,192.168.100.148,40543.0,192.168.100.3,80.0,2,308,REQ,1528095735.092433,144152,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000625,1528095725.547767,e s,tcp,192.168.100.148,40544.0,192.168.100.3,80.0,2,308,REQ,1528095735.092435,144153,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000626,1528095725.547768,e s,tcp,192.168.100.148,40545.0,192.168.100.3,80.0,2,308,REQ,1528095735.092436,144154,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000627,1528095725.547769,e s,tcp,192.168.100.148,40548.0,192.168.100.3,80.0,2,308,REQ,1528095735.092437,144155,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000628,1528095725.547771,e s,tcp,192.168.100.148,40549.0,192.168.100.3,80.0,2,308,REQ,1528095735.092438,144156,9.544667,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000629,1528095725.547772,e s,tcp,192.168.100.148,40554.0,192.168.100.3,80.0,2,308,REQ,1528095735.09244,144157,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000630,1528095725.547773,e s,tcp,192.168.100.148,40555.0,192.168.100.3,80.0,2,308,REQ,1528095735.092441,144158,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000631,1528095725.547775,e s,tcp,192.168.100.148,40558.0,192.168.100.3,80.0,2,308,REQ,1528095735.092442,144159,9.544667,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000632,1528095725.547776,e s,tcp,192.168.100.148,40559.0,192.168.100.3,80.0,2,308,REQ,1528095735.092444,144160,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000633,1528095725.547777,e s,tcp,192.168.100.148,40560.0,192.168.100.3,80.0,2,308,REQ,1528095735.092445,144161,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
35000634,1528095725.547778,e s,tcp,192.168.100.148,40561.0,192.168.100.3,80.0,2,308,REQ,1528095735.092446,144162,9.544668,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.104771,0.104771,0.0,1,DDoS,TCP
